"fin.ESV.names" "Kingdom" "Phylum" "Class" "Order" "Family" "Genus"
"20876" "ESV20876" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Sandaracinaceae" NA
"20877" "ESV20877" "Bacteria" "Actinobacteria" "FFCH16263" NA NA NA
"20878" "ESV20878" "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "AKYH767" NA
"20879" "ESV20879" "Bacteria" "Acidobacteria" "Subgroup_6" NA NA NA
"20880" "ESV20880" "Bacteria" "Proteobacteria" "Betaproteobacteria" "SC-I-84" NA NA
"20881" "ESV20881" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Alicyclobacillaceae" "Tumebacillus"
"20882" "ESV20882" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Alicyclobacillaceae" "Tumebacillus"
"20883" "ESV20883" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Sphingomonas"
"20884" "ESV20884" "Bacteria" "Verrucomicrobia" "Opitutae" "Opitutales" "Opitutaceae" "Opitutus"
"20885" "ESV20885" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Bdellovibrionales" "Bdellovibrionaceae" "OM27_clade"
"20886" "ESV20886" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Nannocystaceae" "Nannocystis"
"20887" "ESV20887" "Bacteria" "Acidobacteria" "Subgroup_6" NA NA NA
"20888" "ESV20888" "Bacteria" "Acidobacteria" "Subgroup_6" NA NA NA
"20889" "ESV20889" "Bacteria" "Actinobacteria" "Actinobacteria" "Micrococcales" "Intrasporangiaceae" "Oryzihumus"
"20890" "ESV20890" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Nitrosomonadales" "Nitrosomonadaceae" NA
"20891" "ESV20891" "Bacteria" "Cyanobacteria" "Chloroplast" NA NA NA
"20892" "ESV20892" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" NA NA
"20893" "ESV20893" "Bacteria" "Chloroflexi" NA NA NA NA
"20894" "ESV20894" "Bacteria" "Verrucomicrobia" "Verrucomicrobiae" "Verrucomicrobiales" "Verrucomicrobiaceae" "Luteolibacter"
"20895" "ESV20895" "Bacteria" "Chloroflexi" "Ktedonobacteria" "C0119" NA NA
"20896" "ESV20896" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Sphingomonas"
"20897" "ESV20897" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiaceae" "Rhizobium"
"20898" "ESV20898" "Bacteria" "Cyanobacteria" "Chloroplast" NA NA NA
"20899" "ESV20899" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Sphingomonas"
"20900" "ESV20900" "Bacteria" "Chloroflexi" "Anaerolineae" "Anaerolineales" "Anaerolineaceae" NA
"20901" "ESV20901" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Sphingomonas"
"20902" "ESV20902" "Bacteria" "TM6_(Dependentiae)" NA NA NA NA
"20903" "ESV20903" "Bacteria" NA NA NA NA NA
"20904" "ESV20904" "Bacteria" "Gemmatimonadetes" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" "Gemmatirosa"
"20905" "ESV20905" "Bacteria" "Acidobacteria" "Subgroup_6" NA NA NA
"20906" "ESV20906" "Bacteria" "Actinobacteria" "Thermoleophilia" "Gaiellales" "Gaiellaceae" "Gaiella"
"20907" "ESV20907" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Sandaracinaceae" NA
"20908" "ESV20908" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Nitrosomonadales" "Nitrosomonadaceae" NA
"20909" "ESV20909" "Bacteria" "Actinobacteria" "MB-A2-108" NA NA NA
"20910" "ESV20910" "Bacteria" "Actinobacteria" "Acidimicrobiia" "Acidimicrobiales" "Acidimicrobiaceae" NA
"20911" "ESV20911" "Bacteria" "Gemmatimonadetes" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" NA
"20912" "ESV20912" "Bacteria" "TM6_(Dependentiae)" NA NA NA NA
"20913" "ESV20913" "Bacteria" "Cyanobacteria" "Cyanobacteria" "SubsectionIII" "FamilyI" NA
"20914" "ESV20914" "Bacteria" "Actinobacteria" "Actinobacteria" "Micromonosporales" "Micromonosporaceae" "Dactylosporangium"
"20915" "ESV20915" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Sphingomonas"
"20916" "ESV20916" "Bacteria" "Planctomycetes" "Planctomycetacia" "Planctomycetales" "Planctomycetaceae" NA
"20917" "ESV20917" "Bacteria" "Actinobacteria" "Actinobacteria" "Streptosporangiales" "Thermomonosporaceae" "Actinocorallia"
"20918" "ESV20918" "Bacteria" "Acidobacteria" "Subgroup_6" NA NA NA
"20919" "ESV20919" "Bacteria" "TM6_(Dependentiae)" NA NA NA NA
"20920" "ESV20920" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Nitrosomonadales" "Nitrosomonadaceae" NA
"20921" "ESV20921" "Bacteria" "Planctomycetes" "Planctomycetacia" "Planctomycetales" "Planctomycetaceae" "Gemmata"
"20922" "ESV20922" "Bacteria" "Actinobacteria" "Actinobacteria" "Frankiales" "Frankiaceae" "Jatrophihabitans"
"20923" "ESV20923" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Xanthobacteraceae" NA
"20924" "ESV20924" "Bacteria" "Chloroflexi" "Ktedonobacteria" "C0119" NA NA
"20925" "ESV20925" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Xanthomonadales" "Solimonadaceae" "Polycyclovorans"
"20926" "ESV20926" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Xanthomonadales" "Xanthomonadaceae" "Dokdonella"
"20927" "ESV20927" "Bacteria" "Proteobacteria" "Betaproteobacteria" "SC-I-84" NA NA
"20928" "ESV20928" "Bacteria" "Verrucomicrobia" "Opitutae" "Opitutales" "Opitutaceae" "Opitutus"
"20929" "ESV20929" "Bacteria" "Actinobacteria" "Actinobacteria" "Micromonosporales" "Micromonosporaceae" "Rugosimonospora"
"20930" "ESV20930" "Bacteria" "Bacteroidetes" "Flavobacteriia" "Flavobacteriales" "Flavobacteriaceae" "Flavobacterium"
"20931" "ESV20931" "Bacteria" "Cyanobacteria" "Melainabacteria" "Vampirovibrionales" NA NA
"20932" "ESV20932" "Bacteria" "Chloroflexi" "KD4-96" NA NA NA
"20933" "ESV20933" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Alicyclobacillaceae" "Tumebacillus"
"20934" "ESV20934" "Bacteria" "Verrucomicrobia" "Spartobacteria" "Chthoniobacterales" "DA101_soil_group" NA
"20935" "ESV20935" "Bacteria" "Actinobacteria" "Thermoleophilia" "Gaiellales" NA NA
"20936" "ESV20936" "Bacteria" "Chloroflexi" "P2-11E" NA NA NA
"20937" "ESV20937" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Sandaracinaceae" NA
"20938" "ESV20938" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Xanthomonadales" NA NA
"20939" "ESV20939" "Archaea" "Euryarchaeota" "Thermoplasmata" "Thermoplasmatales" NA NA
"20940" "ESV20940" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Desulfuromonadales" "Geobacteraceae" "Geobacter"
"20941" "ESV20941" "Bacteria" "Proteobacteria" "Betaproteobacteria" "B1-7BS" NA NA
"20942" "ESV20942" "Bacteria" "Actinobacteria" "Actinobacteria" "Streptosporangiales" "Streptosporangiaceae" "Nonomuraea"
"20943" "ESV20943" "Bacteria" "Verrucomicrobia" "Opitutae" "Opitutales" "Opitutaceae" "Opitutus"
"20944" "ESV20944" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "BIrii41" NA
"20945" "ESV20945" "Bacteria" "Cyanobacteria" "Cyanobacteria" "SubsectionIII" "FamilyI" NA
"20946" "ESV20946" "Bacteria" "Acidobacteria" "Subgroup_2" NA NA NA
"20947" "ESV20947" "Bacteria" "Actinobacteria" "Thermoleophilia" "Solirubrobacterales" "Gsoil-1167" NA
"20948" "ESV20948" "Bacteria" "Gemmatimonadetes" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" "Gemmatimonas"
"20949" "ESV20949" "Bacteria" "Tectomicrobia" NA NA NA NA
"20950" "ESV20950" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Desulfurellales" "Desulfurellaceae" "H16"
"20951" "ESV20951" "Bacteria" "Bacteroidetes" "Cytophagia" "Cytophagales" "Cytophagaceae" "Ohtaekwangia"
"20952" "ESV20952" "Bacteria" "Cyanobacteria" "Cyanobacteria" "SubsectionIII" "FamilyI" NA
"20953" "ESV20953" "Bacteria" "Planctomycetes" "Pla4_lineage" NA NA NA
"20954" "ESV20954" "Bacteria" "Chloroflexi" "Anaerolineae" "Anaerolineales" "Anaerolineaceae" NA
"20955" "ESV20955" "Bacteria" "Actinobacteria" "FFCH16263" NA NA NA
"20956" "ESV20956" "Bacteria" "Chloroflexi" "Ktedonobacteria" "JG30-KF-AS9" NA NA
"20957" "ESV20957" "Bacteria" "Planctomycetes" "Phycisphaerae" "Phycisphaerales" "Phycisphaeraceae" "AKYG587"
"20958" "ESV20958" "Bacteria" "Chloroflexi" "Chloroflexia" "Chloroflexales" "Roseiflexaceae" "Roseiflexus"
"20959" "ESV20959" "Bacteria" "Actinobacteria" "Actinobacteria" "Glycomycetales" "Glycomycetaceae" "Glycomyces"
"20960" "ESV20960" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Alicyclobacillaceae" "Tumebacillus"
"20961" "ESV20961" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Xanthobacteraceae" "Pseudolabrys"
"20962" "ESV20962" "Bacteria" "Planctomycetes" "Phycisphaerae" "Tepidisphaerales" "Tepidisphaeraceae" NA
"20963" "ESV20963" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "Comamonadaceae" "Caenimonas"
"20964" "ESV20964" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "Comamonadaceae" "Caenimonas"
"20965" "ESV20965" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Pseudomonadales" "Pseudomonadaceae" "Pseudomonas"
"20966" "ESV20966" "Bacteria" "Bacteroidetes" "Cytophagia" "Cytophagales" "Cytophagaceae" "Chryseolinea"
"20967" "ESV20967" "Archaea" "Thaumarchaeota" "Soil_Crenarchaeotic_Group(SCG)" NA NA NA
"20968" "ESV20968" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Desulfurellales" "Desulfurellaceae" "G55"
"20969" "ESV20969" "Bacteria" "Chloroflexi" "TK10" NA NA NA
"20970" "ESV20970" "Bacteria" "Actinobacteria" "Acidimicrobiia" "Acidimicrobiales" "Iamiaceae" "Iamia"
"20971" "ESV20971" "Bacteria" "Actinobacteria" "MB-A2-108" NA NA NA
"20972" "ESV20972" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Xanthomonadales" NA NA
"20973" "ESV20973" "Bacteria" "Actinobacteria" "Actinobacteria" "Propionibacteriales" "Nocardioidaceae" "Nocardioides"
"20974" "ESV20974" "Bacteria" "Gemmatimonadetes" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" "Gemmatirosa"
"20975" "ESV20975" "Bacteria" "Proteobacteria" "Betaproteobacteria" "SC-I-84" NA NA
"20976" "ESV20976" "Bacteria" "Actinobacteria" "Actinobacteria" "Pseudonocardiales" "Pseudonocardiaceae" NA
"20977" "ESV20977" "Bacteria" "Chloroflexi" "KD4-96" NA NA NA
"20978" "ESV20978" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Sphingomonas"
"20979" "ESV20979" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Bdellovibrionales" "Bacteriovoracaceae" "Peredibacter"
"20980" "ESV20980" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA
"20981" "ESV20981" "Bacteria" "Gemmatimonadetes" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" "Gemmatimonas"
"20982" "ESV20982" "Bacteria" "Verrucomicrobia" "Spartobacteria" "Chthoniobacterales" "DA101_soil_group" NA
"20983" "ESV20983" "Bacteria" "Acidobacteria" "Blastocatellia" "Blastocatellales" "Blastocatellaceae_(Subgroup_4)" "RB41"
"20984" "ESV20984" "Bacteria" "Planctomycetes" "Planctomycetacia" "Planctomycetales" "Planctomycetaceae" "Gemmata"
"20985" "ESV20985" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Nitrosomonadales" "Nitrosomonadaceae" NA
"20986" "ESV20986" "Bacteria" "Chloroflexi" "KD4-96" NA NA NA
"20987" "ESV20987" "Bacteria" "Actinobacteria" "MB-A2-108" NA NA NA
"20988" "ESV20988" "Bacteria" "Chloroflexi" "Thermomicrobia" "JG30-KF-CM45" NA NA
"20989" "ESV20989" "Bacteria" "Planctomycetes" "Planctomycetacia" "Planctomycetales" "Planctomycetaceae" "Zavarzinella"
"20990" "ESV20990" "Bacteria" "Bacteroidetes" "Flavobacteriia" "Flavobacteriales" "Flavobacteriaceae" "Flavobacterium"
"20991" "ESV20991" "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Chitinophagaceae" "Chitinophaga"
"20992" "ESV20992" "Bacteria" "Actinobacteria" "Acidimicrobiia" "Acidimicrobiales" "Iamiaceae" "Iamia"
"20993" "ESV20993" "Bacteria" "Verrucomicrobia" "Spartobacteria" "Chthoniobacterales" "DA101_soil_group" NA
"20994" "ESV20994" "Bacteria" "Latescibacteria" NA NA NA NA
"20995" "ESV20995" "Bacteria" "Bacteroidetes" "Cytophagia" "Cytophagales" "Cytophagaceae" "Adhaeribacter"
"20996" "ESV20996" "Bacteria" "Elusimicrobia" "Elusimicrobia" "Lineage_IIa" NA NA
"20997" "ESV20997" "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Chitinophagaceae" NA
"20998" "ESV20998" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Desulfurellales" "Desulfurellaceae" "G55"
"20999" "ESV20999" "Bacteria" "Proteobacteria" "Betaproteobacteria" "SC-I-84" NA NA
"21000" "ESV21000" "Bacteria" "Acidobacteria" "Subgroup_6" NA NA NA
"21001" "ESV21001" "Bacteria" "Planctomycetes" "Planctomycetacia" "Planctomycetales" "Planctomycetaceae" "Gemmata"
"21002" "ESV21002" "Bacteria" "Gemmatimonadetes" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" "Gemmatimonas"
"21003" "ESV21003" "Bacteria" "Actinobacteria" "Acidimicrobiia" "Acidimicrobiales" NA NA
"21004" "ESV21004" "Bacteria" "Verrucomicrobia" "OPB35_soil_group" NA NA NA
"21005" "ESV21005" "Bacteria" "Planctomycetes" NA NA NA NA
"21006" "ESV21006" "Bacteria" "Bacteroidetes" "Cytophagia" "Cytophagales" "Cytophagaceae" "Adhaeribacter"
"21007" "ESV21007" "Bacteria" "Tectomicrobia" NA NA NA NA
"21008" "ESV21008" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Sandaracinaceae" NA
"21009" "ESV21009" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillales" "DA111" NA
"21010" "ESV21010" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "Methylorosula"
"21011" "ESV21011" "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Chitinophagaceae" NA
"21012" "ESV21012" "Bacteria" "Chloroflexi" "S085" NA NA NA
"21013" "ESV21013" "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Saprospiraceae" NA
"21014" "ESV21014" "Bacteria" "Chloroflexi" "Anaerolineae" "Anaerolineales" "Anaerolineaceae" NA
"21015" "ESV21015" "Bacteria" "Verrucomicrobia" "Verrucomicrobiae" "Verrucomicrobiales" "Verrucomicrobiaceae" "Luteolibacter"
"21016" "ESV21016" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Archangiaceae" "Cystobacter"
"21017" "ESV21017" "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Chitinophagaceae" NA
"21018" "ESV21018" "Bacteria" "Cyanobacteria" "Melainabacteria" "Vampirovibrionales" NA NA
"21019" "ESV21019" "Bacteria" "Gemmatimonadetes" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" NA
"21020" "ESV21020" "Bacteria" "Actinobacteria" "Actinobacteria" "Micromonosporales" "Micromonosporaceae" "Virgisporangium"
"21021" "ESV21021" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Hyphomicrobiaceae" "Hyphomicrobium"
"21022" "ESV21022" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Desulfurellales" "Desulfurellaceae" "G55"
"21023" "ESV21023" "Bacteria" "Gemmatimonadetes" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" NA
"21024" "ESV21024" "Bacteria" "Gemmatimonadetes" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" NA
"21025" "ESV21025" "Bacteria" "Chloroflexi" "Anaerolineae" "Anaerolineales" "Anaerolineaceae" NA
"21026" "ESV21026" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Pseudomonadales" "Moraxellaceae" "Acinetobacter"
"21027" "ESV21027" "Bacteria" "Planctomycetes" "Phycisphaerae" "Phycisphaerales" "Phycisphaeraceae" "AKYG587"
"21028" "ESV21028" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "Comamonadaceae" "Aquincola"
"21029" "ESV21029" "Bacteria" "Gemmatimonadetes" "S0134_terrestrial_group" NA NA NA
"21030" "ESV21030" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Planococcaceae" NA
"21031" "ESV21031" "Bacteria" "Gemmatimonadetes" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" NA
"21032" "ESV21032" "Bacteria" "Actinobacteria" "Actinobacteria" "Micromonosporales" "Micromonosporaceae" "Actinoplanes"
"21033" "ESV21033" "Bacteria" "Planctomycetes" "Planctomycetacia" "Planctomycetales" "Planctomycetaceae" NA
"21034" "ESV21034" "Bacteria" "Actinobacteria" "MB-A2-108" NA NA NA
"21035" "ESV21035" "Bacteria" "Bacteroidetes" "Flavobacteriia" "Flavobacteriales" "Flavobacteriaceae" "Flavobacterium"
"21036" "ESV21036" "Bacteria" "Verrucomicrobia" "Spartobacteria" "Chthoniobacterales" "DA101_soil_group" NA
"21037" "ESV21037" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Sandaracinaceae" NA
"21038" "ESV21038" "Bacteria" "Proteobacteria" "Betaproteobacteria" NA NA NA
"21039" "ESV21039" "Bacteria" "Planctomycetes" "Phycisphaerae" "Tepidisphaerales" "Tepidisphaeraceae" NA
"21040" "ESV21040" "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Chitinophagaceae" "Chitinophaga"
"21041" "ESV21041" "Bacteria" "Verrucomicrobia" "Verrucomicrobiae" "Verrucomicrobiales" "Verrucomicrobiaceae" NA
"21042" "ESV21042" "Bacteria" "Planctomycetes" "Phycisphaerae" "Pla1_lineage" NA NA
"21043" "ESV21043" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Desulfurellales" "Desulfurellaceae" "G55"
"21044" "ESV21044" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Planococcaceae" NA
"21045" "ESV21045" "Bacteria" "Actinobacteria" "Actinobacteria" "Micrococcales" "Intrasporangiaceae" "Oryzihumus"
"21046" "ESV21046" "Bacteria" "Proteobacteria" "Betaproteobacteria" "SC-I-84" NA NA
"21047" "ESV21047" "Bacteria" "Planctomycetes" "Planctomycetacia" "Planctomycetales" "Planctomycetaceae" NA
"21048" "ESV21048" "Bacteria" "Acidobacteria" "Subgroup_6" NA NA NA
"21049" "ESV21049" "Bacteria" "Verrucomicrobia" "Spartobacteria" "Chthoniobacterales" "DA101_soil_group" NA
"21050" "ESV21050" "Bacteria" "Planctomycetes" "Planctomycetacia" "Planctomycetales" "Planctomycetaceae" "Planctomyces"
"21051" "ESV21051" "Bacteria" "Proteobacteria" "Betaproteobacteria" "TRA3-20" NA NA
"21052" "ESV21052" "Bacteria" "Planctomycetes" "Planctomycetacia" "Planctomycetales" "Planctomycetaceae" "Planctomyces"
"21053" "ESV21053" "Bacteria" "Proteobacteria" "Betaproteobacteria" "B1-7BS" NA NA
"21054" "ESV21054" "Bacteria" "Chloroflexi" "Anaerolineae" "Anaerolineales" "Anaerolineaceae" NA
"21055" "ESV21055" "Bacteria" "Chloroflexi" NA NA NA NA
"21056" "ESV21056" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" NA NA
"21057" "ESV21057" "Bacteria" "Planctomycetes" "Phycisphaerae" "Pla1_lineage" NA NA
"21058" "ESV21058" "Bacteria" "Chloroflexi" "KD4-96" NA NA NA
"21059" "ESV21059" "Bacteria" "Chloroflexi" "Ktedonobacteria" "JG30-KF-AS9" NA NA
"21060" "ESV21060" "Bacteria" "Chloroflexi" "Ktedonobacteria" "C0119" NA NA
"21061" "ESV21061" "Bacteria" "Gemmatimonadetes" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" "Gemmatirosa"
"21062" "ESV21062" "Bacteria" "Gemmatimonadetes" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" NA
"21063" "ESV21063" "Bacteria" "Chloroflexi" "Ktedonobacteria" "Ktedonobacterales" "Ktedonobacteraceae" NA
"21064" "ESV21064" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Nitrosomonadales" "Nitrosomonadaceae" NA
"21065" "ESV21065" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillales" "DA111" NA
"21066" "ESV21066" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Neisseriales" "Neisseriaceae" "Pseudogulbenkiania"
"21067" "ESV21067" "Bacteria" "Acidobacteria" "Subgroup_17" NA NA NA
"21068" "ESV21068" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Bdellovibrionales" "Bdellovibrionaceae" "OM27_clade"
"21069" "ESV21069" "Bacteria" "Chloroflexi" "Anaerolineae" "Anaerolineales" "Anaerolineaceae" NA
"21070" "ESV21070" "Bacteria" "Verrucomicrobia" "Verrucomicrobiae" "Verrucomicrobiales" "Verrucomicrobiaceae" "Luteolibacter"
"21071" "ESV21071" "Bacteria" "Actinobacteria" "Thermoleophilia" "Solirubrobacterales" "Elev-16S-1332" NA
"21072" "ESV21072" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA
"21073" "ESV21073" "Bacteria" "Gemmatimonadetes" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" "Gemmatirosa"
"21074" "ESV21074" "Bacteria" "Chloroflexi" "Ktedonobacteria" "Ktedonobacterales" "Ktedonobacteraceae" NA
"21075" "ESV21075" "Bacteria" "Fibrobacteres" "Fibrobacteria" "Fibrobacterales" "Fibrobacteraceae" "possible_genus_04"
"21076" "ESV21076" "Bacteria" "Actinobacteria" "Acidimicrobiia" "Acidimicrobiales" "Iamiaceae" "Iamia"
"21077" "ESV21077" "Bacteria" "Chloroflexi" NA NA NA NA
"21078" "ESV21078" "Bacteria" "Chloroflexi" "KD4-96" NA NA NA
"21079" "ESV21079" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Nitrosomonadales" "Nitrosomonadaceae" NA
"21080" "ESV21080" "Bacteria" "Chloroflexi" "Chloroflexia" "Kallotenuales" "AKIW781" NA
"21081" "ESV21081" "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "AKYH767" NA
"21082" "ESV21082" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Hyphomicrobiaceae" "Pedomicrobium"
"21083" "ESV21083" "Bacteria" "Actinobacteria" "Actinobacteria" "Micrococcales" "Microbacteriaceae" "Frondihabitans"
"21084" "ESV21084" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Xanthobacteraceae" "Variibacter"
"21085" "ESV21085" "Bacteria" "Cyanobacteria" "Cyanobacteria" "SubsectionIV" "FamilyI" NA
"21086" "ESV21086" "Bacteria" "Chloroflexi" "Thermomicrobia" "JG30-KF-CM45" NA NA
"21087" "ESV21087" "Bacteria" "Chloroflexi" "Anaerolineae" "Anaerolineales" "Anaerolineaceae" NA
"21088" "ESV21088" "Bacteria" "Planctomycetes" "Pla4_lineage" NA NA NA
"21089" "ESV21089" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "Comamonadaceae" "Aquincola"
"21090" "ESV21090" "Bacteria" NA NA NA NA NA
"21091" "ESV21091" "Bacteria" "Proteobacteria" "Betaproteobacteria" "SC-I-84" NA NA
"21092" "ESV21092" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillales" "Rhodospirillaceae" "Skermanella"
