"fin.ESV.names" "Kingdom" "Phylum" "Class" "Order" "Family" "Genus"
"13318" "ESV13318" "Bacteria" "Planctomycetes" "Planctomycetacia" "Planctomycetales" "Planctomycetaceae" NA
"13319" "ESV13319" "Bacteria" "Actinobacteria" "Actinobacteria" "Micrococcales" "Intrasporangiaceae" "Knoellia"
"13320" "ESV13320" "Bacteria" "Chloroflexi" "Ktedonobacteria" "C0119" NA NA
"13321" "ESV13321" "Bacteria" "Gemmatimonadetes" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" NA
"13322" "ESV13322" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" "Caulobacteraceae" "Phenylobacterium"
"13323" "ESV13323" "Bacteria" "Acidobacteria" "Holophagae" "Subgroup_7" NA NA
"13324" "ESV13324" "Bacteria" "Actinobacteria" "MB-A2-108" NA NA NA
"13325" "ESV13325" "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Chitinophagaceae" "Parasegetibacter"
"13326" "ESV13326" "Bacteria" "Chloroflexi" "TK10" NA NA NA
"13327" "ESV13327" "Bacteria" "Gemmatimonadetes" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" NA
"13328" "ESV13328" "Bacteria" "Actinobacteria" "Actinobacteria" "Pseudonocardiales" "Pseudonocardiaceae" "Amycolatopsis"
"13329" "ESV13329" "Bacteria" "Actinobacteria" "Acidimicrobiia" "Acidimicrobiales" "Iamiaceae" "Iamia"
"13330" "ESV13330" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Planococcaceae" NA
"13331" "ESV13331" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Xanthomonadales" NA NA
"13332" "ESV13332" "Bacteria" "Acidobacteria" "Solibacteres" "Solibacterales" "Solibacteraceae_(Subgroup_3)" "Bryobacter"
"13333" "ESV13333" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiales_Incertae_Sedis" "Rhizomicrobium"
"13334" "ESV13334" "Bacteria" "Planctomycetes" "Planctomycetacia" "Planctomycetales" "Planctomycetaceae" "Planctomyces"
"13335" "ESV13335" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" "Caulobacteraceae" "Brevundimonas"
"13336" "ESV13336" "Bacteria" "Acidobacteria" "Solibacteres" "Solibacterales" "Solibacteraceae_(Subgroup_3)" "Candidatus_Solibacter"
"13337" "ESV13337" "Bacteria" "Planctomycetes" "Planctomycetacia" "Planctomycetales" "Planctomycetaceae" "Singulisphaera"
"13338" "ESV13338" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Xanthobacteraceae" "Variibacter"
"13339" "ESV13339" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "Oxalobacteraceae" "Massilia"
"13340" "ESV13340" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Xanthomonadales" "Xanthomonadales_Incertae_Sedis" "Acidibacter"
"13341" "ESV13341" "Bacteria" "Acidobacteria" "Solibacteres" "Solibacterales" "Solibacteraceae_(Subgroup_3)" "Candidatus_Solibacter"
"13342" "ESV13342" "Bacteria" "Proteobacteria" "Betaproteobacteria" "TRA3-20" NA NA
"13343" "ESV13343" "Bacteria" "Acidobacteria" "Holophagae" "Subgroup_10" "ABS-19" NA
"13344" "ESV13344" "Bacteria" "Actinobacteria" "MB-A2-108" NA NA NA
"13345" "ESV13345" "Bacteria" "Planctomycetes" "Planctomycetacia" "Planctomycetales" "Planctomycetaceae" NA
"13346" "ESV13346" "Bacteria" "Proteobacteria" "Betaproteobacteria" "SC-I-84" NA NA
"13347" "ESV13347" "Bacteria" "Acidobacteria" "Subgroup_6" NA NA NA
"13348" "ESV13348" "Bacteria" "Actinobacteria" "MB-A2-108" NA NA NA
"13349" "ESV13349" "Bacteria" "Acidobacteria" "Solibacteres" "Solibacterales" "Solibacteraceae_(Subgroup_3)" "Candidatus_Solibacter"
"13350" "ESV13350" "Bacteria" "Chloroflexi" "Thermomicrobia" "JG30-KF-CM45" NA NA
"13351" "ESV13351" "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Chitinophagaceae" "Terrimonas"
"13352" "ESV13352" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillales" "Rhodospirillales_Incertae_Sedis" "Candidatus_Alysiosphaera"
"13353" "ESV13353" "Bacteria" "Actinobacteria" "Thermoleophilia" "Gaiellales" "Gaiellaceae" "Gaiella"
"13354" "ESV13354" "Bacteria" "Actinobacteria" "Actinobacteria" "Micrococcales" "Intrasporangiaceae" "Intrasporangium"
"13355" "ESV13355" "Bacteria" "Actinobacteria" "Actinobacteria" "Micrococcales" "Microbacteriaceae" NA
"13356" "ESV13356" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Nannocystaceae" "Nannocystis"
"13357" "ESV13357" "Bacteria" "Bacteroidetes" "Cytophagia" "Cytophagales" "Cytophagaceae" "Chryseolinea"
"13358" "ESV13358" "Bacteria" "Bacteroidetes" "Cytophagia" "Cytophagales" "Cytophagaceae" NA
"13359" "ESV13359" "Bacteria" "Gemmatimonadetes" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" "Gemmatimonas"
"13360" "ESV13360" "Bacteria" "Acidobacteria" "Blastocatellia" "Blastocatellales" "Blastocatellaceae_(Subgroup_4)" "RB41"
"13361" "ESV13361" "Bacteria" "Acidobacteria" "Blastocatellia" "Blastocatellales" "Blastocatellaceae_(Subgroup_4)" "RB41"
"13362" "ESV13362" "Bacteria" "Acidobacteria" "Blastocatellia" "Blastocatellales" "Blastocatellaceae_(Subgroup_4)" NA
"13363" "ESV13363" "Bacteria" "Nitrospirae" "Nitrospira" "Nitrospirales" "Nitrospiraceae" "Nitrospira"
"13364" "ESV13364" "Bacteria" "Acidobacteria" "Blastocatellia" "Blastocatellales" "Blastocatellaceae_(Subgroup_4)" "11-24"
"13365" "ESV13365" "Bacteria" "Acidobacteria" "Subgroup_6" NA NA NA
"13366" "ESV13366" "Bacteria" "Gemmatimonadetes" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" NA
"13367" "ESV13367" "Bacteria" "Acidobacteria" "Blastocatellia" "Blastocatellales" "Blastocatellaceae_(Subgroup_4)" "11-24"
"13368" "ESV13368" "Bacteria" "Actinobacteria" "Acidimicrobiia" "Acidimicrobiales" NA NA
"13369" "ESV13369" "Bacteria" "Acidobacteria" "Blastocatellia" "Blastocatellales" "Blastocatellaceae_(Subgroup_4)" NA
"13370" "ESV13370" "Bacteria" "Planctomycetes" "Planctomycetacia" "Planctomycetales" "Planctomycetaceae" NA
"13371" "ESV13371" "Bacteria" "Chloroflexi" "P2-11E" NA NA NA
"13372" "ESV13372" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "BIrii41" NA
"13373" "ESV13373" "Bacteria" "Acidobacteria" "Subgroup_5" NA NA NA
"13374" "ESV13374" "Bacteria" "Actinobacteria" "Actinobacteria" "Propionibacteriales" "Nocardioidaceae" "Nocardioides"
"13375" "ESV13375" "Bacteria" "Cyanobacteria" "Chloroplast" NA NA NA
"13376" "ESV13376" "Bacteria" "Actinobacteria" "Actinobacteria" "Propionibacteriales" "Nocardioidaceae" "Nocardioides"
"13377" "ESV13377" "Bacteria" "Acidobacteria" "Subgroup_6" NA NA NA
"13378" "ESV13378" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA
"13379" "ESV13379" "Bacteria" "Latescibacteria" NA NA NA NA
"13380" "ESV13380" "Bacteria" "Cyanobacteria" "Cyanobacteria" "SubsectionIII" "FamilyI" "Microcoleus"
"13381" "ESV13381" "Bacteria" "Cyanobacteria" "Melainabacteria" "Vampirovibrionales" NA NA
"13382" "ESV13382" "Bacteria" "Acidobacteria" "Subgroup_2" NA NA NA
"13383" "ESV13383" "Bacteria" "Cyanobacteria" "Chloroplast" NA NA NA
"13384" "ESV13384" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA
"13385" "ESV13385" "Bacteria" "Actinobacteria" "Acidimicrobiia" "Acidimicrobiales" NA NA
"13386" "ESV13386" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Haliangiaceae" "Haliangium"
"13387" "ESV13387" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Phaselicystidaceae" "Phaselicystis"
"13388" "ESV13388" "Bacteria" "Nitrospirae" "Nitrospira" "Nitrospirales" "0319-6A21" NA
"13389" "ESV13389" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Xanthomonadales" "Xanthomonadales_Incertae_Sedis" "Acidibacter"
"13390" "ESV13390" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillales" "Acetobacteraceae" NA
"13391" "ESV13391" "Bacteria" "Planctomycetes" "OM190" NA NA NA
"13392" "ESV13392" "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Chitinophagaceae" "Terrimonas"
"13393" "ESV13393" "Bacteria" "Chloroflexi" "KD4-96" NA NA NA
"13394" "ESV13394" "Bacteria" "Acidobacteria" "Subgroup_6" NA NA NA
"13395" "ESV13395" "Bacteria" "Acidobacteria" "Subgroup_6" NA NA NA
"13396" "ESV13396" "Bacteria" "Chloroflexi" "Ktedonobacteria" "JG30-KF-AS9" NA NA
"13397" "ESV13397" "Bacteria" "Actinobacteria" "Acidimicrobiia" "Acidimicrobiales" NA NA
"13398" "ESV13398" "Bacteria" "Actinobacteria" "MB-A2-108" NA NA NA
"13399" "ESV13399" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Xanthobacteraceae" "Pseudolabrys"
"13400" "ESV13400" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Xanthobacteraceae" "Pseudolabrys"
"13401" "ESV13401" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Xanthomonadales" "Xanthomonadaceae" "Arenimonas"
"13402" "ESV13402" "Bacteria" "Verrucomicrobia" "Verrucomicrobiae" "Verrucomicrobiales" "Verrucomicrobiaceae" NA
"13403" "ESV13403" "Bacteria" "Cyanobacteria" "Cyanobacteria" "SubsectionIII" "FamilyI" NA
"13404" "ESV13404" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Desulfurellales" "Desulfurellaceae" "G55"
"13405" "ESV13405" "Bacteria" "Planctomycetes" "Planctomycetacia" "Planctomycetales" "Planctomycetaceae" "Singulisphaera"
"13406" "ESV13406" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Desulfurellales" "Desulfurellaceae" "H16"
"13407" "ESV13407" "Bacteria" "Actinobacteria" "MB-A2-108" NA NA NA
"13408" "ESV13408" "Bacteria" "Actinobacteria" "Actinobacteria" "Micromonosporales" "Micromonosporaceae" "Rhizocola"
"13409" "ESV13409" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillales" "DA111" NA
"13410" "ESV13410" "Bacteria" "Acidobacteria" "Solibacteres" "Solibacterales" "Solibacteraceae_(Subgroup_3)" "Bryobacter"
"13411" "ESV13411" "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Chitinophagaceae" "Chitinophaga"
"13412" "ESV13412" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Sphingomonas"
"13413" "ESV13413" "Bacteria" "Acidobacteria" "Subgroup_22" NA NA NA
"13414" "ESV13414" "Bacteria" "Actinobacteria" "Acidimicrobiia" "Acidimicrobiales" "Acidimicrobiaceae" "CL500-29_marine_group"
"13415" "ESV13415" "Bacteria" "Verrucomicrobia" "Opitutae" "Opitutales" "Opitutaceae" "Opitutus"
"13416" "ESV13416" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Phaselicystidaceae" "Phaselicystis"
"13417" "ESV13417" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Xanthomonadales" "Xanthomonadales_Incertae_Sedis" "Acidibacter"
"13418" "ESV13418" "Bacteria" "Verrucomicrobia" "OPB35_soil_group" NA NA NA
"13419" "ESV13419" "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Sphingobacteriaceae" "Pedobacter"
"13420" "ESV13420" "Bacteria" "Tectomicrobia" NA NA NA NA
"13421" "ESV13421" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillales" "Rhodospirillaceae" "Skermanella"
"13422" "ESV13422" "Bacteria" "Acidobacteria" "Subgroup_6" NA NA NA
"13423" "ESV13423" "Bacteria" "Gemmatimonadetes" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" "Gemmatirosa"
"13424" "ESV13424" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Xanthomonadales" "Xanthomonadaceae" NA
"13425" "ESV13425" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Xanthobacteraceae" "Variibacter"
"13426" "ESV13426" "Bacteria" "Acidobacteria" "Acidobacteria" "Acidobacteriales" "Acidobacteriaceae_(Subgroup_1)" NA
"13427" "ESV13427" "Bacteria" "Proteobacteria" "Betaproteobacteria" "TRA3-20" NA NA
"13428" "ESV13428" "Bacteria" "Cyanobacteria" "Cyanobacteria" "SubsectionIII" "FamilyI" "Leptolyngbya"
"13429" "ESV13429" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Xanthomonadales" NA NA
"13430" "ESV13430" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "BIrii41" NA
"13431" "ESV13431" "Bacteria" "Actinobacteria" "Thermoleophilia" "Gaiellales" NA NA
"13432" "ESV13432" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Planococcaceae" NA
"13433" "ESV13433" "Bacteria" "Actinobacteria" "Actinobacteria" "Frankiales" "Geodermatophilaceae" "Geodermatophilus"
"13434" "ESV13434" "Bacteria" "Acidobacteria" "Solibacteres" "Solibacterales" "Solibacteraceae_(Subgroup_3)" "Candidatus_Solibacter"
"13435" "ESV13435" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Planococcaceae" NA
"13436" "ESV13436" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Desulfurellales" "Desulfurellaceae" "H16"
"13437" "ESV13437" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Nitrosomonadales" "Nitrosomonadaceae" NA
"13438" "ESV13438" "Bacteria" "Bacteroidetes" "Cytophagia" "Cytophagales" "Cytophagaceae" "Adhaeribacter"
"13439" "ESV13439" "Bacteria" "Actinobacteria" "FFCH16263" NA NA NA
"13440" "ESV13440" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "BIrii41" NA
"13441" "ESV13441" "Bacteria" "Verrucomicrobia" "Verrucomicrobiae" "Verrucomicrobiales" "Verrucomicrobiaceae" NA
"13442" "ESV13442" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Phyllobacteriaceae" "Mesorhizobium"
"13443" "ESV13443" "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Sphingobacteriaceae" "Mucilaginibacter"
"13444" "ESV13444" "Bacteria" "Gemmatimonadetes" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" "Gemmatirosa"
"13445" "ESV13445" "Bacteria" "Cyanobacteria" "Cyanobacteria" NA NA NA
"13446" "ESV13446" "Bacteria" "Nitrospirae" "Nitrospira" "Nitrospirales" "0319-6A21" NA
"13447" "ESV13447" "Bacteria" "Actinobacteria" "Acidimicrobiia" "Acidimicrobiales" NA NA
"13448" "ESV13448" "Bacteria" "Planctomycetes" "Planctomycetacia" "Planctomycetales" "Planctomycetaceae" "Planctomyces"
"13449" "ESV13449" "Bacteria" "Actinobacteria" "Thermoleophilia" "Gaiellales" "Gaiellaceae" "Gaiella"
"13450" "ESV13450" "Bacteria" "Gemmatimonadetes" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" "Gemmatirosa"
"13451" "ESV13451" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "KF-JG30-B3" NA
"13452" "ESV13452" "Bacteria" "Acidobacteria" "Solibacteres" "Solibacterales" "Solibacteraceae_(Subgroup_3)" "Bryobacter"
"13453" "ESV13453" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Sphingomonas"
"13454" "ESV13454" "Bacteria" "Cyanobacteria" "Cyanobacteria" "SubsectionIII" "FamilyI" NA
"13455" "ESV13455" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillales" "Rhodospirillales_Incertae_Sedis" "Reyranella"
"13456" "ESV13456" "Bacteria" "Acidobacteria" "Blastocatellia" "Blastocatellales" "Blastocatellaceae_(Subgroup_4)" "RB41"
"13457" "ESV13457" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillales" "DA111" NA
"13458" "ESV13458" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "BIrii41" NA
"13459" "ESV13459" "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Chitinophagaceae" "Terrimonas"
"13460" "ESV13460" NA NA NA NA NA NA
"13461" "ESV13461" "Bacteria" "Actinobacteria" "Actinobacteria" "Micrococcales" "Microbacteriaceae" NA
"13462" "ESV13462" "Bacteria" "Chloroflexi" "KD4-96" NA NA NA
"13463" "ESV13463" "Bacteria" "Chloroflexi" "KD4-96" NA NA NA
"13464" "ESV13464" NA NA NA NA NA NA
"13465" "ESV13465" "Bacteria" "Actinobacteria" "MB-A2-108" NA NA NA
"13466" "ESV13466" "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Sphingobacteriaceae" "Pedobacter"
"13467" "ESV13467" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Oligoflexales" "Oligoflexaceae" "Oligoflexus"
"13468" "ESV13468" "Bacteria" "Verrucomicrobia" "Spartobacteria" "Chthoniobacterales" "Chthoniobacteraceae" "Chthoniobacter"
"13469" "ESV13469" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Enterobacteriales" "Enterobacteriaceae" NA
"13470" "ESV13470" "Bacteria" "Gemmatimonadetes" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" "Gemmatirosa"
"13471" "ESV13471" "Bacteria" "Actinobacteria" "Actinobacteria" "Pseudonocardiales" "Pseudonocardiaceae" "Actinophytocola"
"13472" "ESV13472" "Bacteria" "Nitrospirae" "Nitrospira" "Nitrospirales" "0319-6A21" NA
"13473" "ESV13473" "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Chitinophagaceae" "Flavitalea"
"13474" "ESV13474" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "Comamonadaceae" "Polaromonas"
"13475" "ESV13475" "Bacteria" "Acidobacteria" "Blastocatellia" "Blastocatellales" "Blastocatellaceae_(Subgroup_4)" "Stenotrophobacter"
"13476" "ESV13476" "Bacteria" "Planctomycetes" "OM190" NA NA NA
"13477" "ESV13477" "Bacteria" "Chloroflexi" "Ktedonobacteria" "JG30-KF-AS9" NA NA
"13478" "ESV13478" "Bacteria" "Actinobacteria" "Acidimicrobiia" "Acidimicrobiales" "Acidimicrobiaceae" "CL500-29_marine_group"
"13479" "ESV13479" "Bacteria" "Proteobacteria" "Betaproteobacteria" "TRA3-20" NA NA
"13480" "ESV13480" "Bacteria" "Gemmatimonadetes" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" NA
"13481" "ESV13481" "Bacteria" "Bacteroidetes" "Flavobacteriia" "Flavobacteriales" "Flavobacteriaceae" "Flavobacterium"
"13482" "ESV13482" "Bacteria" "Actinobacteria" "Thermoleophilia" "Solirubrobacterales" "Patulibacteraceae" "Patulibacter"
"13483" "ESV13483" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "Comamonadaceae" "Aquincola"
"13484" "ESV13484" "Bacteria" "Actinobacteria" "Acidimicrobiia" "Acidimicrobiales" "Iamiaceae" "Iamia"
"13485" "ESV13485" "Bacteria" "Nitrospirae" "Nitrospira" "Nitrospirales" "0319-6A21" NA
"13486" "ESV13486" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Alicyclobacillaceae" "Tumebacillus"
"13487" "ESV13487" "Bacteria" "Planctomycetes" "Planctomycetacia" "Planctomycetales" "Planctomycetaceae" NA
"13488" "ESV13488" "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Chitinophagaceae" "Terrimonas"
"13489" "ESV13489" "Bacteria" "Chloroflexi" "Thermomicrobia" "JG30-KF-CM45" NA NA
"13490" "ESV13490" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Polyangiaceae" "Aetherobacter"
"13491" "ESV13491" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiales_Incertae_Sedis" "Rhizomicrobium"
"13492" "ESV13492" "Bacteria" "Bacteroidetes" "Flavobacteriia" "Flavobacteriales" "Flavobacteriaceae" "Chryseobacterium"
"13493" "ESV13493" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiales_Incertae_Sedis" "Rhizomicrobium"
"13494" "ESV13494" "Bacteria" "Acidobacteria" "Acidobacteria" "Acidobacteriales" "Acidobacteriaceae_(Subgroup_1)" NA
"13495" "ESV13495" "Bacteria" "Verrucomicrobia" "OPB35_soil_group" NA NA NA
"13496" "ESV13496" "Bacteria" "Planctomycetes" "Planctomycetacia" "Planctomycetales" "Planctomycetaceae" "Pirellula"
"13497" "ESV13497" "Bacteria" "Actinobacteria" "Actinobacteria" "Micrococcales" "Intrasporangiaceae" "Oryzihumus"
"13498" "ESV13498" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillales" "Rhodospirillales_Incertae_Sedis" "Reyranella"
"13499" "ESV13499" "Bacteria" "Acidobacteria" "Blastocatellia" "Blastocatellales" "Blastocatellaceae_(Subgroup_4)" NA
"13500" "ESV13500" "Bacteria" "Verrucomicrobia" "OPB35_soil_group" NA NA NA
"13501" "ESV13501" "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Chitinophagaceae" "Ferruginibacter"
"13502" "ESV13502" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "Comamonadaceae" NA
"13503" "ESV13503" "Bacteria" "Acidobacteria" "Subgroup_5" NA NA NA
"13504" "ESV13504" "Bacteria" "Actinobacteria" "Acidimicrobiia" "Acidimicrobiales" "Acidimicrobiaceae" "CL500-29_marine_group"
"13505" "ESV13505" "Bacteria" "Planctomycetes" "Planctomycetacia" "Planctomycetales" "Planctomycetaceae" "Pirellula"
"13506" "ESV13506" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Haliangiaceae" "Haliangium"
"13507" "ESV13507" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillales" "DA111" NA
"13508" "ESV13508" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "Oxalobacteraceae" "Massilia"
"13509" "ESV13509" "Bacteria" "Chloroflexi" "Ktedonobacteria" "C0119" NA NA
"13510" "ESV13510" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Alicyclobacillaceae" "Tumebacillus"
"13511" "ESV13511" "Bacteria" "Chloroflexi" "Ktedonobacteria" "JG30-KF-AS9" NA NA
"13512" "ESV13512" "Bacteria" "TM6_(Dependentiae)" NA NA NA NA
"13513" "ESV13513" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" NA NA
"13514" "ESV13514" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Desulfurellales" "Desulfurellaceae" "H16"
"13515" "ESV13515" "Bacteria" "Actinobacteria" "Actinobacteria" "Pseudonocardiales" "Pseudonocardiaceae" "Pseudonocardia"
"13516" "ESV13516" "Bacteria" "Verrucomicrobia" "OPB35_soil_group" NA NA NA
"13517" "ESV13517" "Bacteria" "Verrucomicrobia" "OPB35_soil_group" NA NA NA
"13518" "ESV13518" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Desulfurellales" "Desulfurellaceae" "H16"
"13519" "ESV13519" "Bacteria" "Acidobacteria" "Subgroup_6" NA NA NA
"13520" "ESV13520" "Bacteria" "Acidobacteria" "Subgroup_6" NA NA NA
"13521" "ESV13521" "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Chitinophagaceae" "Taibaiella"
"13522" "ESV13522" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Xanthomonadales" "Xanthomonadaceae" "Lysobacter"
"13523" "ESV13523" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "BIrii41" NA
"13524" "ESV13524" "Bacteria" "Actinobacteria" "Acidimicrobiia" "Acidimicrobiales" "Acidimicrobiaceae" "Ilumatobacter"
"13525" "ESV13525" "Bacteria" "Gemmatimonadetes" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" "Gemmatimonas"
"13526" "ESV13526" "Bacteria" "Bacteroidetes" "Flavobacteriia" "Flavobacteriales" "Flavobacteriaceae" "Flavobacterium"
"13527" "ESV13527" "Bacteria" "Actinobacteria" "MB-A2-108" NA NA NA
"13528" "ESV13528" "Bacteria" "Proteobacteria" NA NA NA NA
"13529" "ESV13529" "Bacteria" "Acidobacteria" "Subgroup_6" NA NA NA
"13530" "ESV13530" "Bacteria" "Chloroflexi" "TK10" NA NA NA
"13531" "ESV13531" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillales" "Rhodospirillales_Incertae_Sedis" "Reyranella"
"13532" "ESV13532" "Bacteria" "Verrucomicrobia" "Spartobacteria" "Chthoniobacterales" "Xiphinematobacteraceae" "Candidatus_Xiphinematobacter"
"13533" "ESV13533" "Bacteria" "Acidobacteria" "Holophagae" "Subgroup_7" NA NA
"13534" "ESV13534" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillales" "Acetobacteraceae" "Acidicaldus"
"13535" "ESV13535" "Bacteria" "Acidobacteria" "Holophagae" "Subgroup_10" "ABS-19" NA
"13536" "ESV13536" "Bacteria" "Verrucomicrobia" "Spartobacteria" "Chthoniobacterales" "DA101_soil_group" NA
"13537" "ESV13537" "Bacteria" "Verrucomicrobia" "OPB35_soil_group" NA NA NA
"13538" "ESV13538" "Bacteria" "Chloroflexi" "TK10" NA NA NA
"13539" "ESV13539" "Bacteria" "Acidobacteria" "Subgroup_6" NA NA NA
"13540" "ESV13540" "Bacteria" "Chloroflexi" "TK10" NA NA NA
"13541" "ESV13541" "Bacteria" "Acidobacteria" "Solibacteres" "Solibacterales" "Solibacteraceae_(Subgroup_3)" "Bryobacter"
"13542" "ESV13542" "Bacteria" "Gemmatimonadetes" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" NA
"13543" "ESV13543" "Bacteria" "Chloroflexi" "Chloroflexia" "Chloroflexales" "Roseiflexaceae" "Roseiflexus"
"13544" "ESV13544" "Bacteria" "Cyanobacteria" "Chloroplast" NA NA NA
"13545" "ESV13545" "Bacteria" "Acidobacteria" "Subgroup_6" NA NA NA
"13546" "ESV13546" "Bacteria" "Actinobacteria" "Actinobacteria" "Corynebacteriales" "Nocardiaceae" "Rhodococcus"
"13547" "ESV13547" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "Oxalobacteraceae" "Duganella"
